filename,page,block,line,word,text,?,variable,first name,last name,street number,street name,city,state,zip,date,price,acct_#,int_usage
St_Clout_Minnisota_Water_Bill_sample,1,5,4,1,TADAADDADFAFFFAAADAATDADFDTATAAADAFTTFFDTFFATDDTATTDADATTADTATFTT,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,6,1,1,2.27E+11,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,1,1,Previous,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,1,2,Balance,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,2,1,$119.93 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,7,3,1,Payments,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,3,2,Received,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,4,1,$119.93 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,7,5,1,Adjustments,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,6,1,$0.00 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,7,7,1,Late,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,7,2,Fees,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,8,1,$0.00 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,7,9,1,Your,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,9,2,Account,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,9,3,Balance,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,9,4,on,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,9,5,2/2/17,,x,,,,,,,,x,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,10,1,$0.00 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,7,11,1,Current,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,11,2,Bill,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,7,12,1,$73.34 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,8,1,1,Total,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,8,1,2,Amount,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,8,1,3,Due,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,8,1,4,by,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,8,1,5,2/28/17,,x,,,,,,,,x,,,
St_Clout_Minnisota_Water_Bill_sample,1,8,2,1,$73.34 ,,x,,,,,,,,,x,x,
St_Clout_Minnisota_Water_Bill_sample,1,9,1,1,#######,,,,,,,,,,,,x,
St_Clout_Minnisota_Water_Bill_sample,1,9,2,1,#######,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,9,3,1,LAST,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,9,3,2,Business,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,9,3,3,Day,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,10,1,1,BI-MONTHLY,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,10,2,1,$0.00 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,10,3,1,$,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,11,1,1,1234,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,11,1,2,Street,,x,,,,x,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,11,1,3,SE,,x,,,,x,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,11,2,1,1-877-729-2497,,x,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,12,1,1,#######,,x,,,,,,,,,,x,
St_Clout_Minnisota_Water_Bill_sample,1,12,2,1,#######,,x,,,,,,,,,,x,
St_Clout_Minnisota_Water_Bill_sample,1,12,3,1,##-#######,,x,,,,,,,,,,x,
St_Clout_Minnisota_Water_Bill_sample,1,12,4,1,11/2/16,,x,,,,,,,,x,,,
St_Clout_Minnisota_Water_Bill_sample,1,12,4,2,-,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,12,4,3,1/4/17,,x,,,,,,,,x,,,
St_Clout_Minnisota_Water_Bill_sample,1,13,1,1,720,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,13,2,1,730,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,13,3,1,10,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,13,4,1,6,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,13,5,1,$32.30 ,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,13,6,1,$17.58 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,13,7,1,TOTAL,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,13,7,2,CONSUMPTION,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,13,8,1,10,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,13,9,1,$14.60 ,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,13,10,1,NON-TAXABLE,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,13,11,1,7.3,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,13,12,1,TAXABLE,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,13,13,1,7.3,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,14,1,1,$0.71 ,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,14,2,1,$4.80 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,14,3,1,$3.40 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,15,1,1,WATER,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,1,2,CHARGES,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,2,1,SEWER,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,2,2,CHARGES,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,3,1,RECYCLE/PASS-BY,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,3,2,CHAR,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,3,3,GES,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,4,1,SWM,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,4,2,TAX,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,5,1,FED,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,5,2,NPDES,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,5,3,STORMWATER,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,5,4,FEE,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,6,1,STREET,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,6,2,LIGHT,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,6,3,UTILITY,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,6,4,FEE,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,7,1,TOTAL,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,7,2,CURRENT,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,7,3,CHARGE,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,7,4,S,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,15,8,1,$73.34 ,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,16,1,1,TOTAL,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,16,1,2,WATER,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,16,1,3,CHARGES,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,16,1,4,FOR(,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,16,2,1,10,,x,,,,,,,,,x,,
St_Clout_Minnisota_Water_Bill_sample,1,16,2,2,)CUBIC,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,16,2,3,UNITS,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,1,1,4,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,17,2,1,(0,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,2,2,-,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,2,3,4,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,2,4,cubic,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,2,5,units,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,2,6,$12.88 ,,x,,,,,,,,,,,x
St_Clout_Minnisota_Water_Bill_sample,1,17,2,7,per,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,2,8,billing,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,17,2,9,cycle),,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,1,(Over,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,2,4,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,3,cubic,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,4,units,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,5,3.23/,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,6,per,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,7,cubic,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,1,8,unit),,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,18,2,1,6,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,1,Solid,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,2,Waste,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,3,Mgmt,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,4,Tax,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,5,assessed,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,6,on,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,7,half,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,8,of,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,9,the,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,10,recycling,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,19,1,11,charge,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,1,Watch,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,2,this,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,3,area,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,4,every,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,5,bill,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,6,for,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,7,updated,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,8,news,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,9,and,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,10,messages,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,11,pertaining,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,12,to,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,13,the,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,14,City,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,15,of,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,16,St,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,20,1,17,Cloud,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,21,1,1,1234,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,21,1,2,Street,,,,,,,,,,,,,
St_Clout_Minnisota_Water_Bill_sample,1,21,1,3,SE,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,x,,
