filename,page,block,line,word,text
Bethesda_MD_Electric_Bill_sample,1,17,1,8,verify
Bethesda_MD_Electric_Bill_sample,1,17,1,9,the
Bethesda_MD_Electric_Bill_sample,1,17,1,10,accuracy
Bethesda_MD_Electric_Bill_sample,1,17,2,1,of
Bethesda_MD_Electric_Bill_sample,1,17,2,2,your
Bethesda_MD_Electric_Bill_sample,1,17,2,3,bill
Bethesda_MD_Electric_Bill_sample,1,17,2,4,will
Bethesda_MD_Electric_Bill_sample,1,17,2,5,be
Bethesda_MD_Electric_Bill_sample,1,17,2,6,mailed
Bethesda_MD_Electric_Bill_sample,1,17,2,7,upon
Bethesda_MD_Electric_Bill_sample,1,17,2,8,request.
Bethesda_MD_Electric_Bill_sample,1,18,1,1,Follow
Bethesda_MD_Electric_Bill_sample,1,18,1,2,us
Bethesda_MD_Electric_Bill_sample,1,18,1,3,on
Bethesda_MD_Electric_Bill_sample,1,18,1,4,Twitter
Bethesda_MD_Electric_Bill_sample,1,18,1,5,at
Bethesda_MD_Electric_Bill_sample,1,18,1,6,twitter.com/PepcoConnect.
Bethesda_MD_Electric_Bill_sample,1,18,1,7,Like
Bethesda_MD_Electric_Bill_sample,1,18,1,8,us
Bethesda_MD_Electric_Bill_sample,1,18,1,9,on
Bethesda_MD_Electric_Bill_sample,1,18,2,1,Facebook
Bethesda_MD_Electric_Bill_sample,1,18,2,2,at
Bethesda_MD_Electric_Bill_sample,1,18,2,3,facebook.com/PepcoConnect.
Bethesda_MD_Electric_Bill_sample,1,19,1,1,The
Bethesda_MD_Electric_Bill_sample,1,19,1,2,EmPOWER
Bethesda_MD_Electric_Bill_sample,1,19,1,3,MD
Bethesda_MD_Electric_Bill_sample,1,19,1,4,charge
Bethesda_MD_Electric_Bill_sample,1,19,1,5,funds
Bethesda_MD_Electric_Bill_sample,1,19,1,6,programs
Bethesda_MD_Electric_Bill_sample,1,19,1,7,that
Bethesda_MD_Electric_Bill_sample,1,19,1,8,can
Bethesda_MD_Electric_Bill_sample,1,19,1,9,help
Bethesda_MD_Electric_Bill_sample,1,19,1,10,you
Bethesda_MD_Electric_Bill_sample,1,19,2,1,reduce
Bethesda_MD_Electric_Bill_sample,1,19,2,2,your
Bethesda_MD_Electric_Bill_sample,1,19,2,3,energy
Bethesda_MD_Electric_Bill_sample,1,19,2,4,consumption
Bethesda_MD_Electric_Bill_sample,1,19,2,5,and
Bethesda_MD_Electric_Bill_sample,1,19,2,6,save
Bethesda_MD_Electric_Bill_sample,1,19,2,7,you
Bethesda_MD_Electric_Bill_sample,1,19,2,8,money.
Bethesda_MD_Electric_Bill_sample,1,19,2,9,For
Bethesda_MD_Electric_Bill_sample,1,19,2,10,more
Bethesda_MD_Electric_Bill_sample,1,19,3,1,"information,"
Bethesda_MD_Electric_Bill_sample,1,19,3,2,including
Bethesda_MD_Electric_Bill_sample,1,19,3,3,how
Bethesda_MD_Electric_Bill_sample,1,19,3,4,to
Bethesda_MD_Electric_Bill_sample,1,19,3,5,"participate,"
Bethesda_MD_Electric_Bill_sample,1,19,3,6,go
Bethesda_MD_Electric_Bill_sample,1,19,3,7,to
Bethesda_MD_Electric_Bill_sample,1,19,4,1,pepco.com/saveenergy.
Bethesda_MD_Electric_Bill_sample,1,20,1,1,How
Bethesda_MD_Electric_Bill_sample,1,20,1,2,to
Bethesda_MD_Electric_Bill_sample,1,20,1,3,contact
Bethesda_MD_Electric_Bill_sample,1,20,1,4,us
Bethesda_MD_Electric_Bill_sample,1,20,2,1,Customer
Bethesda_MD_Electric_Bill_sample,1,20,2,2,Service
Bethesda_MD_Electric_Bill_sample,1,20,2,3,"(Mon-Fri,7am"
Bethesda_MD_Electric_Bill_sample,1,20,2,4,-
Bethesda_MD_Electric_Bill_sample,1,20,2,5,8
Bethesda_MD_Electric_Bill_sample,1,20,2,6,pm)
Bethesda_MD_Electric_Bill_sample,1,20,3,1,202-833-7500
Bethesda_MD_Electric_Bill_sample,1,20,4,1,Hearing
Bethesda_MD_Electric_Bill_sample,1,20,4,2,Impaired
Bethesda_MD_Electric_Bill_sample,1,20,4,3,(TTY)
Bethesda_MD_Electric_Bill_sample,1,20,5,1,202-872-2369
Bethesda_MD_Electric_Bill_sample,1,20,6,1,¿Problemas
Bethesda_MD_Electric_Bill_sample,1,20,6,2,con
Bethesda_MD_Electric_Bill_sample,1,20,6,3,la
Bethesda_MD_Electric_Bill_sample,1,20,6,4,factura?
Bethesda_MD_Electric_Bill_sample,1,20,7,1,202-872-4641
Bethesda_MD_Electric_Bill_sample,1,20,8,1,Electric
Bethesda_MD_Electric_Bill_sample,1,20,8,2,emergencies
Bethesda_MD_Electric_Bill_sample,1,20,8,3,&
Bethesda_MD_Electric_Bill_sample,1,20,8,4,outages
Bethesda_MD_Electric_Bill_sample,1,20,8,5,(24
Bethesda_MD_Electric_Bill_sample,1,20,8,6,hours)
Bethesda_MD_Electric_Bill_sample,1,20,9,1,1-877-737-2662
Bethesda_MD_Electric_Bill_sample,1,20,10,1,Visit
Bethesda_MD_Electric_Bill_sample,1,20,10,2,pepco.com
Bethesda_MD_Electric_Bill_sample,1,20,10,3,for
Bethesda_MD_Electric_Bill_sample,1,20,10,4,"service,"
Bethesda_MD_Electric_Bill_sample,1,20,10,5,billing
Bethesda_MD_Electric_Bill_sample,1,20,10,6,and
Bethesda_MD_Electric_Bill_sample,1,20,10,7,correspondence
Bethesda_MD_Electric_Bill_sample,1,20,10,8,information.
Bethesda_MD_Electric_Bill_sample,1,21,1,1,Your
Bethesda_MD_Electric_Bill_sample,1,21,1,2,monthly
Bethesda_MD_Electric_Bill_sample,1,21,1,3,Electricity
Bethesda_MD_Electric_Bill_sample,1,21,1,4,use
Bethesda_MD_Electric_Bill_sample,1,21,1,5,in
Bethesda_MD_Electric_Bill_sample,1,21,1,6,kWh
Bethesda_MD_Electric_Bill_sample,1,21,2,1,Daily
Bethesda_MD_Electric_Bill_sample,1,21,2,2,temperature
Bethesda_MD_Electric_Bill_sample,1,21,2,3,averages:
Bethesda_MD_Electric_Bill_sample,1,21,2,4,Jul
Bethesda_MD_Electric_Bill_sample,1,21,2,5,2016:
Bethesda_MD_Electric_Bill_sample,1,21,2,6,76°
Bethesda_MD_Electric_Bill_sample,1,21,2,7,F
Bethesda_MD_Electric_Bill_sample,1,21,2,8,Jul
Bethesda_MD_Electric_Bill_sample,1,21,2,9,2017:
Bethesda_MD_Electric_Bill_sample,1,21,2,10,79°
Bethesda_MD_Electric_Bill_sample,1,21,2,11,F
Bethesda_MD_Electric_Bill_sample,1,21,3,1,kWh
Bethesda_MD_Electric_Bill_sample,1,21,4,1,1350
Bethesda_MD_Electric_Bill_sample,1,22,1,1,1080
Bethesda_MD_Electric_Bill_sample,1,23,1,1,810
Bethesda_MD_Electric_Bill_sample,1,24,1,1,540
Bethesda_MD_Electric_Bill_sample,1,25,1,1,270
Bethesda_MD_Electric_Bill_sample,1,26,1,1,0
Bethesda_MD_Electric_Bill_sample,1,27,1,1,Year
Bethesda_MD_Electric_Bill_sample,1,27,2,1,1516
Bethesda_MD_Electric_Bill_sample,1,27,2,2,1516
Bethesda_MD_Electric_Bill_sample,1,27,2,3,1516
Bethesda_MD_Electric_Bill_sample,1,27,2,4,1516
Bethesda_MD_Electric_Bill_sample,1,27,2,5,1516
Bethesda_MD_Electric_Bill_sample,1,27,2,6,1617
Bethesda_MD_Electric_Bill_sample,1,27,2,7,1617
Bethesda_MD_Electric_Bill_sample,1,27,2,8,1617
Bethesda_MD_Electric_Bill_sample,1,27,2,9,1617
Bethesda_MD_Electric_Bill_sample,1,27,2,10,1617
Bethesda_MD_Electric_Bill_sample,1,27,2,11,1617
Bethesda_MD_Electric_Bill_sample,1,27,2,12,1617
Bethesda_MD_Electric_Bill_sample,1,27,3,1,Month
Bethesda_MD_Electric_Bill_sample,1,27,4,1,Aug
Bethesda_MD_Electric_Bill_sample,1,27,4,2,Sep
Bethesda_MD_Electric_Bill_sample,1,27,4,3,Oct
Bethesda_MD_Electric_Bill_sample,1,27,4,4,Nov
Bethesda_MD_Electric_Bill_sample,1,27,4,5,Dec
Bethesda_MD_Electric_Bill_sample,1,27,4,6,Jan
Bethesda_MD_Electric_Bill_sample,1,27,4,7,Feb
Bethesda_MD_Electric_Bill_sample,1,27,4,8,Mar
Bethesda_MD_Electric_Bill_sample,1,27,4,9,Apr
Bethesda_MD_Electric_Bill_sample,1,27,4,10,May
Bethesda_MD_Electric_Bill_sample,1,27,4,11,Jun
Bethesda_MD_Electric_Bill_sample,1,27,5,1,Jul
Bethesda_MD_Electric_Bill_sample,1,28,1,1,Please
Bethesda_MD_Electric_Bill_sample,1,28,1,2,tear
Bethesda_MD_Electric_Bill_sample,1,28,1,3,on
Bethesda_MD_Electric_Bill_sample,1,28,1,4,the
Bethesda_MD_Electric_Bill_sample,1,28,1,5,dotted
Bethesda_MD_Electric_Bill_sample,1,28,1,6,line
Bethesda_MD_Electric_Bill_sample,1,28,1,7,below.
Bethesda_MD_Electric_Bill_sample,1,28,1,8,Invoice
Bethesda_MD_Electric_Bill_sample,1,28,1,9,Number:
Bethesda_MD_Electric_Bill_sample,1,28,1,10,200000609626
Bethesda_MD_Electric_Bill_sample,1,28,1,11,Page
Bethesda_MD_Electric_Bill_sample,1,28,1,12,1
Bethesda_MD_Electric_Bill_sample,1,28,1,13,of
Bethesda_MD_Electric_Bill_sample,1,28,1,14,3
Bethesda_MD_Electric_Bill_sample,1,29,1,1,Return
Bethesda_MD_Electric_Bill_sample,1,29,1,2,this
Bethesda_MD_Electric_Bill_sample,1,29,1,3,coupon
Bethesda_MD_Electric_Bill_sample,1,29,1,4,with
Bethesda_MD_Electric_Bill_sample,1,29,1,5,your
Bethesda_MD_Electric_Bill_sample,1,29,1,6,payment
Bethesda_MD_Electric_Bill_sample,1,29,2,1,Account
Bethesda_MD_Electric_Bill_sample,1,29,2,2,number
Bethesda_MD_Electric_Bill_sample,1,29,3,1,0123
Bethesda_MD_Electric_Bill_sample,1,29,3,2,4567
Bethesda_MD_Electric_Bill_sample,1,29,3,3,890
Bethesda_MD_Electric_Bill_sample,1,29,4,1,made
Bethesda_MD_Electric_Bill_sample,1,29,4,2,payable
Bethesda_MD_Electric_Bill_sample,1,29,4,3,to
Bethesda_MD_Electric_Bill_sample,1,29,4,4,Pepco
Bethesda_MD_Electric_Bill_sample,1,29,5,1,Total
Bethesda_MD_Electric_Bill_sample,1,29,5,2,amount
Bethesda_MD_Electric_Bill_sample,1,29,5,3,due
Bethesda_MD_Electric_Bill_sample,1,29,5,4,by
Bethesda_MD_Electric_Bill_sample,1,29,5,5,Jul
Bethesda_MD_Electric_Bill_sample,1,29,5,6,"28,"
Bethesda_MD_Electric_Bill_sample,1,29,5,7,2017
Bethesda_MD_Electric_Bill_sample,1,29,6,1,$67.04
Bethesda_MD_Electric_Bill_sample,1,29,7,1,Total
Bethesda_MD_Electric_Bill_sample,1,29,7,2,amount
Bethesda_MD_Electric_Bill_sample,1,29,7,3,due
Bethesda_MD_Electric_Bill_sample,1,29,7,4,after
Bethesda_MD_Electric_Bill_sample,1,29,7,5,Jul
Bethesda_MD_Electric_Bill_sample,1,29,7,6,"28,"
Bethesda_MD_Electric_Bill_sample,1,29,7,7,2017
Bethesda_MD_Electric_Bill_sample,1,29,8,1,$67.04
Bethesda_MD_Electric_Bill_sample,1,30,1,1,Amount
Bethesda_MD_Electric_Bill_sample,1,30,2,1,0MR00007
Bethesda_MD_Electric_Bill_sample,1,30,3,1,$
Bethesda_MD_Electric_Bill_sample,1,30,4,1,.
Bethesda_MD_Electric_Bill_sample,1,30,5,1,Paid:
Bethesda_MD_Electric_Bill_sample,1,31,1,1,PO
Bethesda_MD_Electric_Bill_sample,1,31,1,2,BOX
Bethesda_MD_Electric_Bill_sample,1,31,1,3,13608
Bethesda_MD_Electric_Bill_sample,1,31,2,1,PEPCO
Bethesda_MD_Electric_Bill_sample,1,31,2,2,MD
Bethesda_MD_Electric_Bill_sample,1,31,2,3,CUSTOMER
Bethesda_MD_Electric_Bill_sample,1,31,2,4,R
Bethesda_MD_Electric_Bill_sample,1,31,3,1,PHILADELPHIA
Bethesda_MD_Electric_Bill_sample,1,31,3,2,PA
Bethesda_MD_Electric_Bill_sample,1,31,3,3,19101
Bethesda_MD_Electric_Bill_sample,1,31,4,1,123
Bethesda_MD_Electric_Bill_sample,1,31,4,2,MAIN
Bethesda_MD_Electric_Bill_sample,1,31,4,3,ST
Bethesda_MD_Electric_Bill_sample,1,31,5,1,BETHESDA
Bethesda_MD_Electric_Bill_sample,1,31,5,2,MD
Bethesda_MD_Electric_Bill_sample,1,31,5,3,20814
Bethesda_MD_Electric_Bill_sample,1,32,1,1,700001500006871240000000000000000000000094290000000094291015
Bethesda_MD_Electric_Bill_sample,2,1,1,1,   
Bethesda_MD_Electric_Bill_sample,2,1,2,1,   
Bethesda_MD_Electric_Bill_sample,2,1,3,1,    
Bethesda_MD_Electric_Bill_sample,2,1,4,1,    
Bethesda_MD_Electric_Bill_sample,2,1,5,1,   
Bethesda_MD_Electric_Bill_sample,2,1,6,1,   
Bethesda_MD_Electric_Bill_sample,2,1,7,1,  
Bethesda_MD_Electric_Bill_sample,2,1,8,1,  
Bethesda_MD_Electric_Bill_sample,2,1,9,1,  
Bethesda_MD_Electric_Bill_sample,2,1,10,1,   
Bethesda_MD_Electric_Bill_sample,2,14,1,1,D
Bethesda_MD_Electric_Bill_sample,2,15,1,1,PEPCO
Bethesda_MD_Electric_Bill_sample,2,15,1,2,MD
Bethesda_MD_Electric_Bill_sample,2,15,1,3,CUSTOMER
Bethesda_MD_Electric_Bill_sample,2,15,1,4,R
Bethesda_MD_Electric_Bill_sample,2,15,2,1,Account
Bethesda_MD_Electric_Bill_sample,2,15,2,2,number:
Bethesda_MD_Electric_Bill_sample,2,15,2,3,0123
Bethesda_MD_Electric_Bill_sample,2,15,2,4,4567
Bethesda_MD_Electric_Bill_sample,2,15,2,5,890
Bethesda_MD_Electric_Bill_sample,2,15,3,1,Your
Bethesda_MD_Electric_Bill_sample,2,15,3,2,electric
Bethesda_MD_Electric_Bill_sample,2,15,3,3,bill
Bethesda_MD_Electric_Bill_sample,2,15,3,4,for
Bethesda_MD_Electric_Bill_sample,2,15,3,5,the
Bethesda_MD_Electric_Bill_sample,2,15,3,6,period
Bethesda_MD_Electric_Bill_sample,2,15,4,1,June
Bethesda_MD_Electric_Bill_sample,2,15,4,2,"6,"
Bethesda_MD_Electric_Bill_sample,2,15,4,3,2017
Bethesda_MD_Electric_Bill_sample,2,15,4,4,to
Bethesda_MD_Electric_Bill_sample,2,15,4,5,July
Bethesda_MD_Electric_Bill_sample,2,15,4,6,"6,"
Bethesda_MD_Electric_Bill_sample,2,15,4,7,2017
Bethesda_MD_Electric_Bill_sample,2,16,1,1,Details
Bethesda_MD_Electric_Bill_sample,2,16,1,2,of
Bethesda_MD_Electric_Bill_sample,2,16,1,3,your
Bethesda_MD_Electric_Bill_sample,2,16,1,4,Electric
Bethesda_MD_Electric_Bill_sample,2,16,1,5,Charges
Bethesda_MD_Electric_Bill_sample,2,17,1,1,Residential
Bethesda_MD_Electric_Bill_sample,2,17,1,2,Service
Bethesda_MD_Electric_Bill_sample,2,17,1,3,-
Bethesda_MD_Electric_Bill_sample,2,17,1,4,service
Bethesda_MD_Electric_Bill_sample,2,17,1,5,number
Bethesda_MD_Electric_Bill_sample,2,17,1,6,0500
Bethesda_MD_Electric_Bill_sample,2,17,1,7,0068
Bethesda_MD_Electric_Bill_sample,2,17,1,8,7124
Bethesda_MD_Electric_Bill_sample,2,17,1,9,7001
Bethesda_MD_Electric_Bill_sample,2,17,1,10,8676
Bethesda_MD_Electric_Bill_sample,2,17,1,11,87
Bethesda_MD_Electric_Bill_sample,2,17,2,1,Electricity
Bethesda_MD_Electric_Bill_sample,2,17,2,2,you
Bethesda_MD_Electric_Bill_sample,2,17,2,3,used
Bethesda_MD_Electric_Bill_sample,2,17,2,4,this
Bethesda_MD_Electric_Bill_sample,2,17,2,5,period
Bethesda_MD_Electric_Bill_sample,2,18,1,1,Meter
Bethesda_MD_Electric_Bill_sample,2,18,2,1,Energy
Bethesda_MD_Electric_Bill_sample,2,18,3,1,End
Bethesda_MD_Electric_Bill_sample,2,18,4,1,Start
Bethesda_MD_Electric_Bill_sample,2,18,5,1,Number
Bethesda_MD_Electric_Bill_sample,2,18,6,1,Total
Bethesda_MD_Electric_Bill_sample,2,18,7,1,Number
Bethesda_MD_Electric_Bill_sample,2,18,8,1,Type
Bethesda_MD_Electric_Bill_sample,2,18,9,1,Date
Bethesda_MD_Electric_Bill_sample,2,18,10,1,Date
Bethesda_MD_Electric_Bill_sample,2,18,11,1,Of
Bethesda_MD_Electric_Bill_sample,2,18,11,2,Days
Bethesda_MD_Electric_Bill_sample,2,18,12,1,Use
Bethesda_MD_Electric_Bill_sample,2,18,13,1,4ED353620226
Bethesda_MD_Electric_Bill_sample,2,18,14,1,Use
Bethesda_MD_Electric_Bill_sample,2,18,14,2,(kWh)
Bethesda_MD_Electric_Bill_sample,2,18,15,1,Jul
Bethesda_MD_Electric_Bill_sample,2,18,15,2,6
Bethesda_MD_Electric_Bill_sample,2,18,16,1,Jun
Bethesda_MD_Electric_Bill_sample,2,18,16,2,6
Bethesda_MD_Electric_Bill_sample,2,18,17,1,31
Bethesda_MD_Electric_Bill_sample,2,18,18,1,529
Bethesda_MD_Electric_Bill_sample,2,19,1,1,Your
Bethesda_MD_Electric_Bill_sample,2,19,1,2,meter
Bethesda_MD_Electric_Bill_sample,2,19,1,3,records
Bethesda_MD_Electric_Bill_sample,2,19,1,4,hourly
Bethesda_MD_Electric_Bill_sample,2,19,1,5,use.
