filename,page,block,line,word,text
WaterBillSample-front,1,25,1,2,Consumption
WaterBillSample-front,1,25,1,3,History
WaterBillSample-front,1,25,1,4,(1000
WaterBillSample-front,1,25,1,5,Gallons)
WaterBillSample-front,1,26,1,1,Jun
WaterBillSample-front,1,26,1,2,18
WaterBillSample-front,1,27,1,1,Jul
WaterBillSample-front,1,27,1,2,18
WaterBillSample-front,1,28,1,1,Aug
WaterBillSample-front,1,28,1,2,18
WaterBillSample-front,1,29,1,1,Sep
WaterBillSample-front,1,29,1,2,18
WaterBillSample-front,1,30,1,1,Oct
WaterBillSample-front,1,30,1,2,18
WaterBillSample-front,1,31,1,1,Nov
WaterBillSample-front,1,31,1,2,18
WaterBillSample-front,1,32,1,1,Dec
WaterBillSample-front,1,32,1,2,18
WaterBillSample-front,1,33,1,1,Jan
WaterBillSample-front,1,33,1,2,19
WaterBillSample-front,1,34,1,1,Feb
WaterBillSample-front,1,34,1,2,19
WaterBillSample-front,1,35,1,1,Mar
WaterBillSample-front,1,35,1,2,19
WaterBillSample-front,1,36,1,1,Apr
WaterBillSample-front,1,36,1,2,19
WaterBillSample-front,1,37,1,1,May
WaterBillSample-front,1,37,1,2,19
WaterBillSample-front,1,38,1,1,Jun
WaterBillSample-front,1,38,1,2,19
WaterBillSample-front,1,39,1,1,0
WaterBillSample-front,1,40,1,1,4
WaterBillSample-front,1,41,1,1,8
WaterBillSample-front,1,42,1,1,12
WaterBillSample-front,1,43,1,1,16
WaterBillSample-front,1,44,1,1,20
WaterBillSample-front,1,45,1,1,Important
WaterBillSample-front,1,45,1,2,Notice
WaterBillSample-front,1,46,1,1,Annual
WaterBillSample-front,1,46,1,2,Water
WaterBillSample-front,1,46,1,3,Quality
WaterBillSample-front,1,46,1,4,Report
WaterBillSample-front,1,46,1,5,available!
WaterBillSample-front,1,47,1,1,Visit
WaterBillSample-front,1,47,1,2,https://cobbcounty.org/waterqualityreport
WaterBillSample-front,1,47,1,3,to
WaterBillSample-front,1,47,1,4,view
WaterBillSample-front,1,47,1,5,your
WaterBillSample-front,1,47,1,6,2019
WaterBillSample-front,1,47,2,1,Annual
WaterBillSample-front,1,47,2,2,Water
WaterBillSample-front,1,47,2,3,Quality.
WaterBillSample-front,1,47,2,4,This
WaterBillSample-front,1,47,2,5,report
WaterBillSample-front,1,47,2,6,contains
WaterBillSample-front,1,47,2,7,important
WaterBillSample-front,1,47,2,8,information
WaterBillSample-front,1,47,3,1,about
WaterBillSample-front,1,47,3,2,the
WaterBillSample-front,1,47,3,3,source
WaterBillSample-front,1,47,3,4,and
WaterBillSample-front,1,47,3,5,quality
WaterBillSample-front,1,47,3,6,of
WaterBillSample-front,1,47,3,7,your
WaterBillSample-front,1,47,3,8,drinking
WaterBillSample-front,1,47,3,9,water.
WaterBillSample-front,1,47,3,10,If
WaterBillSample-front,1,47,3,11,you
WaterBillSample-front,1,47,3,12,would
WaterBillSample-front,1,47,4,1,like
WaterBillSample-front,1,47,4,2,a
WaterBillSample-front,1,47,4,3,paper
WaterBillSample-front,1,47,4,4,copy
WaterBillSample-front,1,47,4,5,of
WaterBillSample-front,1,47,4,6,the
WaterBillSample-front,1,47,4,7,report
WaterBillSample-front,1,47,4,8,mailed
WaterBillSample-front,1,47,4,9,to
WaterBillSample-front,1,47,4,10,your
WaterBillSample-front,1,47,4,11,"home,"
WaterBillSample-front,1,47,4,12,please
WaterBillSample-front,1,47,4,13,call
WaterBillSample-front,1,47,5,1,770-419-6200.
WaterBillSample-front,1,48,1,1,La
WaterBillSample-front,1,48,1,2,versión
WaterBillSample-front,1,48,1,3,en
WaterBillSample-front,1,48,1,4,español
WaterBillSample-front,1,48,1,5,está
WaterBillSample-front,1,48,1,6,disponsible
WaterBillSample-front,1,48,1,7,a
WaterBillSample-front,1,48,1,8,petición
WaterBillSample-front,1,48,1,9,o
WaterBillSample-front,1,48,1,10,visite
WaterBillSample-front,1,48,1,11,nuestra
WaterBillSample-front,1,48,2,1,página
WaterBillSample-front,1,48,2,2,de
WaterBillSample-front,1,48,2,3,internet
WaterBillSample-front,1,48,2,4,https://cobbcounty.org/calidaddelagua.
WaterBillSample-front,1,49,1,1,Office
WaterBillSample-front,1,49,1,2,Hours
WaterBillSample-front,1,49,2,1,Call
WaterBillSample-front,1,49,2,2,Center
WaterBillSample-front,1,49,2,3,and
WaterBillSample-front,1,49,3,1,Drive
WaterBillSample-front,1,49,3,2,-
WaterBillSample-front,1,49,3,3,Through
WaterBillSample-front,1,49,3,4,Hours
WaterBillSample-front,1,49,4,1,Contact
WaterBillSample-front,1,49,4,2,Numbers
WaterBillSample-front,1,50,1,1,Monday
WaterBillSample-front,1,50,1,2,-
WaterBillSample-front,1,50,1,3,Friday
WaterBillSample-front,1,50,2,1,Monday
WaterBillSample-front,1,50,2,2,-
WaterBillSample-front,1,50,2,3,Friday
WaterBillSample-front,1,50,3,1,Office:
WaterBillSample-front,1,50,4,1,770-419-6200
WaterBillSample-front,1,51,1,1,8
WaterBillSample-front,1,51,1,2,am
WaterBillSample-front,1,51,1,3,-
WaterBillSample-front,1,51,1,4,5
WaterBillSample-front,1,51,1,5,pm
WaterBillSample-front,1,51,2,1,7:30
WaterBillSample-front,1,51,2,2,am
WaterBillSample-front,1,51,2,3,-
WaterBillSample-front,1,51,2,4,6
WaterBillSample-front,1,51,2,5,pm
WaterBillSample-front,1,51,3,1,Fax:
WaterBillSample-front,1,51,4,1,770-419-6224
WaterBillSample-front,1,52,1,1,Statement
WaterBillSample-front,1,52,1,2,Date
WaterBillSample-front,1,52,2,1,Current
WaterBillSample-front,1,52,2,2,Charges
WaterBillSample-front,1,52,2,3,Due
WaterBillSample-front,1,52,3,1,Account
WaterBillSample-front,1,52,3,2,Status
WaterBillSample-front,1,53,1,1,06-10-19
WaterBillSample-front,1,53,2,1,06-28-19
WaterBillSample-front,1,54,1,1,Service
WaterBillSample-front,1,54,1,2,Location:
WaterBillSample-front,1,54,1,3,660
WaterBillSample-front,1,54,1,4,SOUTH
WaterBillSample-front,1,54,1,5,COBB
WaterBillSample-front,1,54,1,6,DR
WaterBillSample-front,1,55,1,1,Current
WaterBillSample-front,1,56,1,1,METER
WaterBillSample-front,1,56,2,1,NUMBER
WaterBillSample-front,1,57,1,1,SERVICE
WaterBillSample-front,1,57,2,1,PERIOD
WaterBillSample-front,1,58,1,1,DAYS
WaterBillSample-front,1,58,1,2,IN
WaterBillSample-front,1,58,2,1,PERIOD
WaterBillSample-front,1,59,1,1,PREVIOUS
WaterBillSample-front,1,59,2,1,READING
WaterBillSample-front,1,60,1,1,PRESENT
WaterBillSample-front,1,60,2,1,READING
WaterBillSample-front,1,61,1,1,CONSUMPTION
WaterBillSample-front,1,61,2,1,(GALLONS)
WaterBillSample-front,1,62,1,1,BILL
WaterBillSample-front,1,62,2,1,CYCLE
WaterBillSample-front,1,63,1,1,AA99999982
WaterBillSample-front,1,63,2,1,05/16/19-
WaterBillSample-front,1,63,2,2,06/10/19
WaterBillSample-front,1,63,3,1,25
WaterBillSample-front,1,63,4,1,68
WaterBillSample-front,1,63,5,1,75
WaterBillSample-front,1,63,5,2,A
WaterBillSample-front,1,63,6,1,"7,000"
WaterBillSample-front,1,63,7,1,01
WaterBillSample-front,1,64,1,1,Adjustments
WaterBillSample-front,1,64,1,2,Since
WaterBillSample-front,1,64,1,3,Last
WaterBillSample-front,1,64,1,4,Statement
WaterBillSample-front,1,65,1,1,Total
WaterBillSample-front,1,65,1,2,Adjustments
WaterBillSample-front,1,65,2,1,$0.00
WaterBillSample-front,1,66,1,1,Current
WaterBillSample-front,1,66,1,2,Summary
WaterBillSample-front,1,66,1,3,of
WaterBillSample-front,1,66,1,4,Charges
WaterBillSample-front,1,67,1,1,Water
WaterBillSample-front,1,67,2,1,"3,000"
WaterBillSample-front,1,67,3,1,gal
WaterBillSample-front,1,67,4,1,9.48
WaterBillSample-front,1,68,1,1,Water
WaterBillSample-front,1,68,1,2,(Tier
WaterBillSample-front,1,68,1,3,Two)
WaterBillSample-front,1,68,2,1,"4,000"
WaterBillSample-front,1,68,3,1,gal
WaterBillSample-front,1,68,4,1,19.48
WaterBillSample-front,1,69,1,1,Cost
WaterBillSample-front,1,69,1,2,Of
WaterBillSample-front,1,69,1,3,Basic
WaterBillSample-front,1,69,1,4,Service
WaterBillSample-front,1,69,2,1,7.00
WaterBillSample-front,1,70,1,1,Sewer
WaterBillSample-front,1,70,2,1,"7,000"
WaterBillSample-front,1,70,3,1,gal
WaterBillSample-front,1,70,4,1,42.28
WaterBillSample-front,1,71,1,1,Total
WaterBillSample-front,1,71,1,2,Current
WaterBillSample-front,1,71,1,3,Charges
WaterBillSample-front,1,71,2,1,78.24
WaterBillSample-front,1,72,1,1,TOTAL
WaterBillSample-front,1,72,1,2,AMOUNT
WaterBillSample-front,1,72,1,3,DUE
WaterBillSample-front,1,72,2,1,78.24
